Sales,date,region
1668,11-09-2019,west
1797,12-09-2019,north
1545,12-09-2019,south
1701,12-09-2019,east
1578,12-09-2019,west
1626,13-09-2019,north
1512,13-09-2019,south
1788,13-09-2019,east
1671,13-09-2019,west
1728,14-09-2019,north
1653,14-09-2019,south
1644,14-09-2019,east
1734,14-09-2019,west
1746,15-09-2019,north
1524,15-09-2019,south
1611,15-09-2019,east
1626,15-09-2019,west
1668,16-09-2019,north
1734,16-09-2019,south
1797,16-09-2019,east
1725,16-09-2019,west
1656,17-09-2019,north
1530,17-09-2019,south
1695,17-09-2019,east
1656,17-09-2019,west
1797,18-09-2019,north
1515,18-09-2019,south
1638,18-09-2019,east
1797,18-09-2019,west
1800,19-09-2019,north
1560,19-09-2019,south
1506,19-09-2019,east
1581,19-09-2019,west
1515,20-09-2019,north
1527,20-09-2019,south
1758,20-09-2019,east
1638,20-09-2019,west
1605,21-09-2019,north
1716,21-09-2019,south
1569,21-09-2019,east
1674,21-09-2019,west
1632,22-09-2019,north
1734,22-09-2019,south
1530,22-09-2019,east
1689,22-09-2019,west
1641,23-09-2019,north
1779,23-09-2019,south
1659,23-09-2019,east
1797,23-09-2019,west
1767,24-09-2019,north
1755,24-09-2019,south
1602,24-09-2019,east
1524,24-09-2019,west
1794,25-09-2019,north
1626,25-09-2019,south
1617,25-09-2019,east
1773,25-09-2019,west
1719,26-09-2019,north
1509,26-09-2019,south
1686,26-09-2019,east
1668,26-09-2019,west
1731,27-09-2019,north
1590,27-09-2019,south
1728,27-09-2019,east
1722,27-09-2019,west
1548,28-09-2019,north
1599,28-09-2019,south
1605,28-09-2019,east
1671,28-09-2019,west
1512,29-09-2019,north
1650,29-09-2019,south
1614,29-09-2019,east
1674,29-09-2019,west
1638,30-09-2019,north
1731,30-09-2019,south
1716,30-09-2019,east
1566,30-09-2019,west
1707,01-10-2019,north
1554,01-10-2019,south
1632,01-10-2019,east
1584,01-10-2019,west
1653,02-10-2019,north
1770,02-10-2019,south
1758,02-10-2019,east
1569,02-10-2019,west
1797,03-10-2019,north
1551,03-10-2019,south
1677,03-10-2019,east
1599,03-10-2019,west
1512,04-10-2019,north
1635,04-10-2019,south
1749,04-10-2019,east
1689,04-10-2019,west
1614,05-10-2019,north
1527,05-10-2019,south
1521,05-10-2019,east
1725,05-10-2019,west
1587,06-10-2019,north
1701,06-10-2019,south
1566,06-10-2019,east
1752,06-10-2019,west
1668,07-10-2019,north
1686,07-10-2019,south
1611,07-10-2019,east
1569,07-10-2019,west
1599,08-10-2019,north
1539,08-10-2019,south
1611,08-10-2019,east
1605,08-10-2019,west
1680,09-10-2019,north
1704,09-10-2019,south
1689,09-10-2019,east
1644,09-10-2019,west
1701,10-10-2019,north
1560,10-10-2019,south
1791,10-10-2019,east
1698,10-10-2019,west
1539,11-10-2019,north
1542,11-10-2019,south
1704,11-10-2019,east
1728,11-10-2019,west
1590,12-10-2019,north
1743,12-10-2019,south
1569,12-10-2019,east
1722,12-10-2019,west
1545,13-10-2019,north
1533,13-10-2019,south
1674,13-10-2019,east
1704,13-10-2019,west
1524,14-10-2019,north
1578,14-10-2019,south
1692,14-10-2019,east
1635,14-10-2019,west
1782,15-10-2019,north
1587,15-10-2019,south
1638,15-10-2019,east
1752,15-10-2019,west
1542,16-10-2019,north
1608,16-10-2019,south
1683,16-10-2019,east
1596,16-10-2019,west
1527,17-10-2019,north
1737,17-10-2019,south
1671,17-10-2019,east
1662,17-10-2019,west
1518,18-10-2019,north
1746,18-10-2019,south
1590,18-10-2019,east
1710,18-10-2019,west
1647,19-10-2019,north
1737,19-10-2019,south
1761,19-10-2019,east
1587,19-10-2019,west
1701,20-10-2019,north
1524,20-10-2019,south
1677,20-10-2019,east
1725,20-10-2019,west
1653,21-10-2019,north
1686,21-10-2019,south
1698,21-10-2019,east
1560,21-10-2019,west
1515,22-10-2019,north
1734,22-10-2019,south
1551,22-10-2019,east
1713,22-10-2019,west
1758,23-10-2019,north
1644,23-10-2019,south
1758,23-10-2019,east
1641,23-10-2019,west
1617,24-10-2019,north
1611,24-10-2019,south
1788,24-10-2019,east
1602,24-10-2019,west
1638,25-10-2019,north
1620,25-10-2019,south
1665,25-10-2019,east
1500,25-10-2019,west
1671,26-10-2019,north
1566,26-10-2019,south
1740,26-10-2019,east
1599,26-10-2019,west
1710,27-10-2019,north
1668,27-10-2019,south
1740,27-10-2019,east
1698,27-10-2019,west
1503,28-10-2019,north
1689,28-10-2019,south
1626,28-10-2019,east
1674,28-10-2019,west
1542,29-10-2019,north
1692,29-10-2019,south
1719,29-10-2019,east
1512,29-10-2019,west
1731,30-10-2019,north
1644,30-10-2019,south
1746,30-10-2019,east
1689,30-10-2019,west
1800,31-10-2019,north
1527,31-10-2019,south
1533,31-10-2019,east
1800,31-10-2019,west
1644,01-11-2019,north
1500,01-11-2019,south
1800,01-11-2019,east
1767,01-11-2019,west
1791,02-11-2019,north
1776,02-11-2019,south
1596,02-11-2019,east
1734,02-11-2019,west
1542,03-11-2019,north
1608,03-11-2019,south
1617,03-11-2019,east
1623,03-11-2019,west
1674,04-11-2019,north
1782,04-11-2019,south
1680,04-11-2019,east
1512,04-11-2019,west
1500,05-11-2019,north
1668,05-11-2019,south
1758,05-11-2019,east
1533,05-11-2019,west
1785,06-11-2019,north
1533,06-11-2019,south
1659,06-11-2019,east
1506,06-11-2019,west
1656,07-11-2019,north
1728,07-11-2019,south
1728,07-11-2019,east
1713,07-11-2019,west
1797,08-11-2019,north
1686,08-11-2019,south
1584,08-11-2019,east
1713,08-11-2019,west
1665,09-11-2019,north
1557,09-11-2019,south
1656,09-11-2019,east
1767,09-11-2019,west
1515,10-11-2019,north
1761,10-11-2019,south
1767,10-11-2019,east
1641,10-11-2019,west
1584,11-11-2019,north
1545,11-11-2019,south
1695,11-11-2019,east
1761,11-11-2019,west
1701,12-11-2019,north
1767,12-11-2019,south
1632,12-11-2019,east
1704,12-11-2019,west
1599,13-11-2019,north
1509,13-11-2019,south
1728,13-11-2019,east
1683,13-11-2019,west
1740,14-11-2019,north
1626,14-11-2019,south
1572,14-11-2019,east
1716,14-11-2019,west
1641,15-11-2019,north
1560,15-11-2019,south
1614,15-11-2019,east
1605,15-11-2019,west
1503,16-11-2019,north
1638,16-11-2019,south
1662,16-11-2019,east
1653,16-11-2019,west
1734,17-11-2019,north
1599,17-11-2019,south
1515,17-11-2019,east
1608,17-11-2019,west
1566,18-11-2019,north
1734,18-11-2019,south
1719,18-11-2019,east
1773,18-11-2019,west
1791,19-11-2019,north
1779,19-11-2019,south
1641,19-11-2019,east
1617,19-11-2019,west
1533,20-11-2019,north
1527,20-11-2019,south
1512,20-11-2019,east
1515,20-11-2019,west
1734,21-11-2019,north
1668,21-11-2019,south
1665,21-11-2019,east
1644,21-11-2019,west
1767,22-11-2019,north
1647,22-11-2019,south
1665,22-11-2019,east
1776,22-11-2019,west
1665,23-11-2019,north
1632,23-11-2019,south
1521,23-11-2019,east
1659,23-11-2019,west
1623,24-11-2019,north
1698,24-11-2019,south
1596,24-11-2019,east
1674,24-11-2019,west
1749,25-11-2019,north
1536,25-11-2019,south
1734,25-11-2019,east
1716,25-11-2019,west
1599,26-11-2019,north
1500,26-11-2019,south
1518,26-11-2019,east
1584,26-11-2019,west
1551,27-11-2019,north
1701,27-11-2019,south
1689,27-11-2019,east
1746,27-11-2019,west
1725,28-11-2019,north
1776,28-11-2019,south
1707,28-11-2019,east
1794,28-11-2019,west
1641,29-11-2019,north
1653,29-11-2019,south
1716,29-11-2019,east
1776,29-11-2019,west
1797,30-11-2019,north
1782,30-11-2019,south
1653,30-11-2019,east
1596,30-11-2019,west
1704,01-12-2019,north
1626,01-12-2019,south
1617,01-12-2019,east
1680,01-12-2019,west
1608,02-12-2019,north
1713,02-12-2019,south
1632,02-12-2019,east
1680,02-12-2019,west
1791,03-12-2019,north
1761,03-12-2019,south
1749,03-12-2019,east
1626,03-12-2019,west
1773,04-12-2019,north
1623,04-12-2019,south
1662,04-12-2019,east
1731,04-12-2019,west
1755,05-12-2019,north
1602,05-12-2019,south
1740,05-12-2019,east
1605,05-12-2019,west
1680,06-12-2019,north
1572,06-12-2019,south
1542,06-12-2019,east
1779,06-12-2019,west
1671,07-12-2019,north
1722,07-12-2019,south
1728,07-12-2019,east
1659,07-12-2019,west
1770,08-12-2019,north
1632,08-12-2019,south
1536,08-12-2019,east
1734,08-12-2019,west
1584,09-12-2019,north
1713,09-12-2019,south
1728,09-12-2019,east
1725,09-12-2019,west
1506,10-12-2019,north
1503,10-12-2019,south
1521,10-12-2019,east
1713,10-12-2019,west
1635,11-12-2019,north
1506,11-12-2019,south
1542,11-12-2019,east
1551,11-12-2019,west
1623,12-12-2019,north
1719,12-12-2019,south
1563,12-12-2019,east
1791,12-12-2019,west
1800,13-12-2019,north
1800,13-12-2019,south
1740,13-12-2019,east
1755,13-12-2019,west
1716,14-12-2019,north
1632,14-12-2019,south
1599,14-12-2019,east
1632,14-12-2019,west
1725,15-12-2019,north
1743,15-12-2019,south
1587,15-12-2019,east
1608,15-12-2019,west
1662,16-12-2019,north
1791,16-12-2019,south
1773,16-12-2019,east
1650,16-12-2019,west
1518,17-12-2019,north
1749,17-12-2019,south
1689,17-12-2019,east
1533,17-12-2019,west
1533,18-12-2019,north
1641,18-12-2019,south
1590,18-12-2019,east
1740,18-12-2019,west
1665,19-12-2019,north
1773,19-12-2019,south
1503,19-12-2019,east
1542,19-12-2019,west
1788,20-12-2019,north
1773,20-12-2019,south
1788,20-12-2019,east
1785,20-12-2019,west
1605,21-12-2019,north
1701,21-12-2019,south
1626,21-12-2019,east
1623,21-12-2019,west
1671,22-12-2019,north
1629,22-12-2019,south
1725,22-12-2019,east
1557,22-12-2019,west
1671,23-12-2019,north
1662,23-12-2019,south
1674,23-12-2019,east
1671,23-12-2019,west
1620,24-12-2019,north
1716,24-12-2019,south
1674,24-12-2019,east
1686,24-12-2019,west
1752,25-12-2019,north
1725,25-12-2019,south
1545,25-12-2019,east
1506,25-12-2019,west
1539,26-12-2019,north
1716,26-12-2019,south
1500,26-12-2019,east
1794,26-12-2019,west
1716,27-12-2019,north
1665,27-12-2019,south
1557,27-12-2019,east
1620,27-12-2019,west
1779,28-12-2019,north
1779,28-12-2019,south
1752,28-12-2019,east
1773,28-12-2019,west
1800,29-12-2019,north
1773,29-12-2019,south
1767,29-12-2019,east
1683,29-12-2019,west
1542,30-12-2019,north
1728,30-12-2019,south
1569,30-12-2019,east
1659,30-12-2019,west
1581,31-12-2019,north
1713,31-12-2019,south
1533,31-12-2019,east
1692,31-12-2019,west
1506,01-01-2020,north
1659,01-01-2020,south
1719,01-01-2020,east
1704,01-01-2020,west
1767,02-01-2020,north
1542,02-01-2020,south
1542,02-01-2020,east
1629,02-01-2020,west
1659,03-01-2020,north
1539,03-01-2020,south
1734,03-01-2020,east
1761,03-01-2020,west
1560,04-01-2020,north
1767,04-01-2020,south
1791,04-01-2020,east
1632,04-01-2020,west
1716,05-01-2020,north
1536,05-01-2020,south
1662,05-01-2020,east
1680,05-01-2020,west
1689,06-01-2020,north
1779,06-01-2020,south
1512,06-01-2020,east
1578,06-01-2020,west
1560,07-01-2020,north
1581,07-01-2020,south
1677,07-01-2020,east
1599,07-01-2020,west
1713,08-01-2020,north
1800,08-01-2020,south
1767,08-01-2020,east
1752,08-01-2020,west
1509,09-01-2020,north
1539,09-01-2020,south
1671,09-01-2020,east
1668,09-01-2020,west
1692,10-01-2020,north
1584,10-01-2020,south
1710,10-01-2020,east
1686,10-01-2020,west
1617,11-01-2020,north
1665,11-01-2020,south
1722,11-01-2020,east
1551,11-01-2020,west
1620,12-01-2020,north
1791,12-01-2020,south
1662,12-01-2020,east
1656,12-01-2020,west
1644,13-01-2020,north
1659,13-01-2020,south
1740,13-01-2020,east
1668,13-01-2020,west
1566,14-01-2020,north
1575,14-01-2020,south
1566,14-01-2020,east
1578,14-01-2020,west
1737,15-01-2020,north
1596,15-01-2020,south
1776,15-01-2020,east
1638,15-01-2020,west
1749,16-01-2020,north
1752,16-01-2020,south
1635,16-01-2020,east
1581,16-01-2020,west
1521,17-01-2020,north
1536,17-01-2020,south
1665,17-01-2020,east
1782,17-01-2020,west
1650,18-01-2020,north
1749,18-01-2020,south
1797,18-01-2020,east
1650,18-01-2020,west
1608,19-01-2020,north
1608,19-01-2020,south
1575,19-01-2020,east
1590,19-01-2020,west
1665,20-01-2020,north
1596,20-01-2020,south
1581,20-01-2020,east
1695,20-01-2020,west
1647,21-01-2020,north
1776,21-01-2020,south
1719,21-01-2020,east
1578,21-01-2020,west
1503,22-01-2020,north
1569,22-01-2020,south
1731,22-01-2020,east
1551,22-01-2020,west
1626,23-01-2020,north
1518,23-01-2020,south
1575,23-01-2020,east
1611,23-01-2020,west
1629,24-01-2020,north
1704,24-01-2020,south
1656,24-01-2020,east
1554,24-01-2020,west
1575,25-01-2020,north
1638,25-01-2020,south
1635,25-01-2020,east
1548,25-01-2020,west
1710,26-01-2020,north
1584,26-01-2020,south
1716,26-01-2020,east
1602,26-01-2020,west
1569,27-01-2020,north
1506,27-01-2020,south
1671,27-01-2020,east
1584,27-01-2020,west
1689,28-01-2020,north
1773,28-01-2020,south
1647,28-01-2020,east
1503,28-01-2020,west
1593,29-01-2020,north
1506,29-01-2020,south
1740,29-01-2020,east
1572,29-01-2020,west
1620,30-01-2020,north
1542,30-01-2020,south
1593,30-01-2020,east
1500,30-01-2020,west
1635,31-01-2020,north
1656,31-01-2020,south
1779,31-01-2020,east
1605,31-01-2020,west
1602,01-02-2020,north
1794,01-02-2020,south
1677,01-02-2020,east
1521,01-02-2020,west
1707,02-02-2020,north
1665,02-02-2020,south
1713,02-02-2020,east
1659,02-02-2020,west
1548,03-02-2020,north
1647,03-02-2020,south
1764,03-02-2020,east
1662,03-02-2020,west
1563,04-02-2020,north
1755,04-02-2020,south
1659,04-02-2020,east
1575,04-02-2020,west
1716,05-02-2020,north
1506,05-02-2020,south
1734,05-02-2020,east
1704,05-02-2020,west
1512,06-02-2020,north
1572,06-02-2020,south
1782,06-02-2020,east
1554,06-02-2020,west
1782,07-02-2020,north
1701,07-02-2020,south
1698,07-02-2020,east
1671,07-02-2020,west
1584,08-02-2020,north
1602,08-02-2020,south
1755,08-02-2020,east
1614,08-02-2020,west
1743,09-02-2020,north
1788,09-02-2020,south
1644,09-02-2020,east
1728,09-02-2020,west
1599,10-02-2020,north
1689,10-02-2020,south
1776,10-02-2020,east
1569,10-02-2020,west
1791,11-02-2020,north
1638,11-02-2020,south
1716,11-02-2020,east
1788,11-02-2020,west
1758,12-02-2020,north
1752,12-02-2020,south
1599,12-02-2020,east
1533,12-02-2020,west
1548,13-02-2020,north
1800,13-02-2020,south
1659,13-02-2020,east
1617,13-02-2020,west
1746,14-02-2020,north
1644,14-02-2020,south
1698,14-02-2020,east
1533,14-02-2020,west
1704,15-02-2020,north
1524,15-02-2020,south
1545,15-02-2020,east
1731,15-02-2020,west
1665,16-02-2020,north
1791,16-02-2020,south
1605,16-02-2020,east
1743,16-02-2020,west
1677,17-02-2020,north
1590,17-02-2020,south
1722,17-02-2020,east
1743,17-02-2020,west
1668,18-02-2020,north
1620,18-02-2020,south
1704,18-02-2020,east
1683,18-02-2020,west
1551,19-02-2020,north
1650,19-02-2020,south
1689,19-02-2020,east
1638,19-02-2020,west
1518,20-02-2020,north
1593,20-02-2020,south
1632,20-02-2020,east
1602,20-02-2020,west
1761,21-02-2020,north
1755,21-02-2020,south
1581,21-02-2020,east
1794,21-02-2020,west
1545,22-02-2020,north
1689,22-02-2020,south
1632,22-02-2020,east
1668,22-02-2020,west
1638,23-02-2020,north
1602,23-02-2020,south
1686,23-02-2020,east
1776,23-02-2020,west
1593,24-02-2020,north
1734,24-02-2020,south
1608,24-02-2020,east
1617,24-02-2020,west
1656,25-02-2020,north
1722,25-02-2020,south
1566,25-02-2020,east
1548,25-02-2020,west
1545,26-02-2020,north
1521,26-02-2020,south
1728,26-02-2020,east
1668,26-02-2020,west
1698,27-02-2020,north
1599,27-02-2020,south
1581,27-02-2020,east
1527,27-02-2020,west
1509,28-02-2020,north
1686,28-02-2020,south
1590,28-02-2020,east
1689,28-02-2020,west
1671,29-02-2020,north
1728,29-02-2020,south
1524,29-02-2020,east
1656,29-02-2020,west
1593,01-03-2020,north
1626,01-03-2020,south
1626,01-03-2020,east
1692,01-03-2020,west
1509,02-03-2020,north
1788,02-03-2020,south
1572,02-03-2020,east
1569,02-03-2020,west
1632,03-03-2020,north
1548,03-03-2020,south
1623,03-03-2020,east
1506,03-03-2020,west
1773,04-03-2020,north
1677,04-03-2020,south
1638,04-03-2020,east
1569,04-03-2020,west
1794,05-03-2020,north
1764,05-03-2020,south
1530,05-03-2020,east
1770,05-03-2020,west
1623,06-03-2020,north
1734,06-03-2020,south
1698,06-03-2020,east
1503,06-03-2020,west
1641,07-03-2020,north
1581,07-03-2020,south
1797,07-03-2020,east
1674,07-03-2020,west
1701,08-03-2020,north
1590,08-03-2020,south
1599,08-03-2020,east
1791,08-03-2020,west
1719,09-03-2020,north
1776,09-03-2020,south
1542,09-03-2020,east
1740,09-03-2020,west
1644,10-03-2020,north
1653,10-03-2020,south
1797,10-03-2020,east
1740,10-03-2020,west
1605,11-03-2020,north
1584,11-03-2020,south
1662,11-03-2020,east
1572,11-03-2020,west
1635,12-03-2020,north
1548,12-03-2020,south
1680,12-03-2020,east
1767,12-03-2020,west
1554,13-03-2020,north
1686,13-03-2020,south
1749,13-03-2020,east
1554,13-03-2020,west
1662,14-03-2020,north
1557,14-03-2020,south
1755,14-03-2020,east
1758,14-03-2020,west
1500,15-03-2020,north
1665,15-03-2020,south
1761,15-03-2020,east
1626,15-03-2020,west
1650,16-03-2020,north
1722,16-03-2020,south
1641,16-03-2020,east
1611,16-03-2020,west
1701,17-03-2020,north
1701,17-03-2020,south
1794,17-03-2020,east
1509,17-03-2020,west
1566,18-03-2020,north
1716,18-03-2020,south
1701,18-03-2020,east
1605,18-03-2020,west
1581,19-03-2020,north
1797,19-03-2020,south
1725,19-03-2020,east
1554,19-03-2020,west
1665,20-03-2020,north
1641,20-03-2020,south
1677,20-03-2020,east
1707,20-03-2020,west
1575,21-03-2020,north
1674,21-03-2020,south
1707,21-03-2020,east
1710,21-03-2020,west
1644,22-03-2020,north
1668,22-03-2020,south
1674,22-03-2020,east
1737,22-03-2020,west
1767,23-03-2020,north
1620,23-03-2020,south
1593,23-03-2020,east
1542,23-03-2020,west
1548,24-03-2020,north
1662,24-03-2020,south
1740,24-03-2020,east
1572,24-03-2020,west
1779,25-03-2020,north
1770,25-03-2020,south
1623,25-03-2020,east
1575,25-03-2020,west
1785,26-03-2020,north
1671,26-03-2020,south
1749,26-03-2020,east
1791,26-03-2020,west
1713,27-03-2020,north
1623,27-03-2020,south
1605,27-03-2020,east
1566,27-03-2020,west
1569,28-03-2020,north
1605,28-03-2020,south
1728,28-03-2020,east
1665,28-03-2020,west
1782,29-03-2020,north
1800,29-03-2020,south
1518,29-03-2020,east
1800,29-03-2020,west
1515,30-03-2020,north
1764,30-03-2020,south
1632,30-03-2020,east
1608,30-03-2020,west
1794,31-03-2020,north
1635,31-03-2020,south
1572,31-03-2020,east
1629,31-03-2020,west
1557,01-04-2020,north
1536,01-04-2020,south
1587,01-04-2020,east
1728,01-04-2020,west
1779,02-04-2020,north
1773,02-04-2020,south
1794,02-04-2020,east
1503,02-04-2020,west
1767,03-04-2020,north
1743,03-04-2020,south
1560,03-04-2020,east
1746,03-04-2020,west
1731,04-04-2020,north
1692,04-04-2020,south
1722,04-04-2020,east
1563,04-04-2020,west
1797,05-04-2020,north
1755,05-04-2020,south
1611,05-04-2020,east
1635,05-04-2020,west
1752,06-04-2020,north
1749,06-04-2020,south
1782,06-04-2020,east
1521,06-04-2020,west
1752,07-04-2020,north
1686,07-04-2020,south
1500,07-04-2020,east
1785,07-04-2020,west
1611,08-04-2020,north
1794,08-04-2020,south
1734,08-04-2020,east
1659,08-04-2020,west
1650,09-04-2020,north
1587,09-04-2020,south
1629,09-04-2020,east
1506,09-04-2020,west
1794,10-04-2020,north
1551,10-04-2020,south
1503,10-04-2020,east
1776,10-04-2020,west
1659,11-04-2020,north
1590,11-04-2020,south
1515,11-04-2020,east
1506,11-04-2020,west
1722,12-04-2020,north
1512,12-04-2020,south
1773,12-04-2020,east
1635,12-04-2020,west
1548,13-04-2020,north
1692,13-04-2020,south
1698,13-04-2020,east
1755,13-04-2020,west
1521,14-04-2020,north
1593,14-04-2020,south
1644,14-04-2020,east
1587,14-04-2020,west
1800,15-04-2020,north
1788,15-04-2020,south
1764,15-04-2020,east
1650,15-04-2020,west
1704,16-04-2020,north
1659,16-04-2020,south
1644,16-04-2020,east
1500,16-04-2020,west
1734,17-04-2020,north
1617,17-04-2020,south
1584,17-04-2020,east
1569,17-04-2020,west
1623,18-04-2020,north
1500,18-04-2020,south
1578,18-04-2020,east
1590,18-04-2020,west
1761,19-04-2020,north
1728,19-04-2020,south
1716,19-04-2020,east
1704,19-04-2020,west
1665,20-04-2020,north
1515,20-04-2020,south
1725,20-04-2020,east
1695,20-04-2020,west
1755,21-04-2020,north
1521,21-04-2020,south
1629,21-04-2020,east
1686,21-04-2020,west
1614,22-04-2020,north
1614,22-04-2020,south
1569,22-04-2020,east
1527,22-04-2020,west
1764,23-04-2020,north
1524,23-04-2020,south
1611,23-04-2020,east
1785,23-04-2020,west
1716,24-04-2020,north
1692,24-04-2020,south
1506,24-04-2020,east
1533,24-04-2020,west
1638,25-04-2020,north
1638,25-04-2020,south
1755,25-04-2020,east
1545,25-04-2020,west
1512,26-04-2020,north
1593,26-04-2020,south
1674,26-04-2020,east
1719,26-04-2020,west
1530,27-04-2020,north
1593,27-04-2020,south
1641,27-04-2020,east
1575,27-04-2020,west
1788,28-04-2020,north
1749,28-04-2020,south
1581,28-04-2020,east
1524,28-04-2020,west
1680,29-04-2020,north
1674,29-04-2020,south
1773,29-04-2020,east
1674,29-04-2020,west
1779,30-04-2020,north
1569,30-04-2020,south
1590,30-04-2020,east
1689,30-04-2020,west
1755,01-05-2020,north
1752,01-05-2020,south
1641,01-05-2020,east
1605,01-05-2020,west
1587,02-05-2020,north
1521,02-05-2020,south
1605,02-05-2020,east
1557,02-05-2020,west
1680,03-05-2020,north
1566,03-05-2020,south
1719,03-05-2020,east
1563,03-05-2020,west
1569,04-05-2020,north
1608,04-05-2020,south
1578,04-05-2020,east
1641,04-05-2020,west
1587,05-05-2020,north
1674,05-05-2020,south
1500,05-05-2020,east
1686,05-05-2020,west
1521,06-05-2020,north
1683,06-05-2020,south
1767,06-05-2020,east
1776,06-05-2020,west
1557,07-05-2020,north
1623,07-05-2020,south
1557,07-05-2020,east
1746,07-05-2020,west
1680,08-05-2020,north
1587,08-05-2020,south
1695,08-05-2020,east
1629,08-05-2020,west
1674,09-05-2020,north
1620,09-05-2020,south
1560,09-05-2020,east
1590,09-05-2020,west
1623,10-05-2020,north
1689,10-05-2020,south
1656,10-05-2020,east
1695,10-05-2020,west
1674,11-05-2020,north
1554,11-05-2020,south
1680,11-05-2020,east
1575,11-05-2020,west
1500,12-05-2020,north
1791,12-05-2020,south
1614,12-05-2020,east
1695,12-05-2020,west
1767,13-05-2020,north
1725,13-05-2020,south
1701,13-05-2020,east
1629,13-05-2020,west
1656,14-05-2020,north
1713,14-05-2020,south
1737,14-05-2020,east
1671,14-05-2020,west
1533,15-05-2020,north
1644,15-05-2020,south
1560,15-05-2020,east
1740,15-05-2020,west
1767,16-05-2020,north
1791,16-05-2020,south
1509,16-05-2020,east
1614,16-05-2020,west
1566,17-05-2020,north
1758,17-05-2020,south
1668,17-05-2020,east
1707,17-05-2020,west
1638,18-05-2020,north
1596,18-05-2020,south
1767,18-05-2020,east
1683,18-05-2020,west
1641,19-05-2020,north
1713,19-05-2020,south
1515,19-05-2020,east
1602,19-05-2020,west
1575,20-05-2020,north
1791,20-05-2020,south
1545,20-05-2020,east
1686,20-05-2020,west
1587,21-05-2020,north
1791,21-05-2020,south
1653,21-05-2020,east
1671,21-05-2020,west
1542,22-05-2020,north
1686,22-05-2020,south
1569,22-05-2020,east
1518,22-05-2020,west
1620,23-05-2020,north
1536,23-05-2020,south
1713,23-05-2020,east
1788,23-05-2020,west
1773,24-05-2020,north
1785,24-05-2020,south
1509,24-05-2020,east
1713,24-05-2020,west
1536,25-05-2020,north
1704,25-05-2020,south
1563,25-05-2020,east
1539,25-05-2020,west
1545,26-05-2020,north
1530,26-05-2020,south
1758,26-05-2020,east
1656,26-05-2020,west
1563,27-05-2020,north
1758,27-05-2020,south
1656,27-05-2020,east
1707,27-05-2020,west
1581,28-05-2020,north
1569,28-05-2020,south
1533,28-05-2020,east
1566,28-05-2020,west
1722,29-05-2020,north
1602,29-05-2020,south
1698,29-05-2020,east
1566,29-05-2020,west
1599,30-05-2020,north
1788,30-05-2020,south
1743,30-05-2020,east
1647,30-05-2020,west
1566,31-05-2020,north
1608,31-05-2020,south
1791,31-05-2020,east
1764,31-05-2020,west
1752,01-06-2020,north
1608,01-06-2020,south
1554,01-06-2020,east
1710,01-06-2020,west
1677,02-06-2020,north
1794,02-06-2020,south
1800,02-06-2020,east
1767,02-06-2020,west
1782,03-06-2020,north
1584,03-06-2020,south
1545,03-06-2020,east
1617,03-06-2020,west
1644,04-06-2020,north
1527,04-06-2020,south
1707,04-06-2020,east
1773,04-06-2020,west
1587,05-06-2020,north
1632,05-06-2020,south
1569,05-06-2020,east
1566,05-06-2020,west
1683,06-06-2020,north
1689,06-06-2020,south
1704,06-06-2020,east
1749,06-06-2020,west
1620,07-06-2020,north
1650,07-06-2020,south
1743,07-06-2020,east
1674,07-06-2020,west
1527,08-06-2020,north
1638,08-06-2020,south
1584,08-06-2020,east
1695,08-06-2020,west
1503,09-06-2020,north
1569,09-06-2020,south
1572,09-06-2020,east
1593,09-06-2020,west
1761,10-06-2020,north
1512,10-06-2020,south
1617,10-06-2020,east
1593,10-06-2020,west
1590,11-06-2020,north
1611,11-06-2020,south
1719,11-06-2020,east
1719,11-06-2020,west
1512,12-06-2020,north
1776,12-06-2020,south
1575,12-06-2020,east
1746,12-06-2020,west
1581,13-06-2020,north
1689,13-06-2020,south
1776,13-06-2020,east
1560,13-06-2020,west
1734,14-06-2020,north
1788,14-06-2020,south
1743,14-06-2020,east
1719,14-06-2020,west
1542,15-06-2020,north
1758,15-06-2020,south
1674,15-06-2020,east
1584,15-06-2020,west
1668,16-06-2020,north
1620,16-06-2020,south
1695,16-06-2020,east
1638,16-06-2020,west
1554,17-06-2020,north
1659,17-06-2020,south
1734,17-06-2020,east
1527,17-06-2020,west
1611,18-06-2020,north
1734,18-06-2020,south
1743,18-06-2020,east
1557,18-06-2020,west
1800,19-06-2020,north
1536,19-06-2020,south
1578,19-06-2020,east
1515,19-06-2020,west
1647,20-06-2020,north
1641,20-06-2020,south
1614,20-06-2020,east
1518,20-06-2020,west
1755,21-06-2020,north
1620,21-06-2020,south
1725,21-06-2020,east
1668,21-06-2020,west
1761,22-06-2020,north
1542,22-06-2020,south
1539,22-06-2020,east
1524,22-06-2020,west
1767,23-06-2020,north
1581,23-06-2020,south
1770,23-06-2020,east
1758,23-06-2020,west
1617,24-06-2020,north
1518,24-06-2020,south
1791,24-06-2020,east
1695,24-06-2020,west
1503,25-06-2020,north
1794,25-06-2020,south
1638,25-06-2020,east
1536,25-06-2020,west
1707,26-06-2020,north
1578,26-06-2020,south
1719,26-06-2020,east
1728,26-06-2020,west
1644,27-06-2020,north
1527,27-06-2020,south
1578,27-06-2020,east
1623,27-06-2020,west
1608,28-06-2020,north
1779,28-06-2020,south
1689,28-06-2020,east
1629,28-06-2020,west
1722,29-06-2020,north
